"","ensembl_gene_id_version","mgi_id","mgi_symbol","chromosome_name","strand","start_position","end_position","description","gene_biotype"
"467","ENSMUSG00000037216.6","MGI:3645211","Lipt1","1",1,37910819,37915309,"lipoyltransferase 1 [Source:MGI Symbol;Acc:MGI:3645211]","protein_coding"
"468","ENSMUSG00000026088.16","MGI:1916278","Mitd1","1",-1,37913882,37929492,"MIT, microtubule interacting and transport, domain containing 1 [Source:MGI Symbol;Acc:MGI:1916278]","protein_coding"
"469","ENSMUSG00000026087.12","MGI:1333820","Mrpl30","1",1,37929558,37937616,"mitochondrial ribosomal protein L30 [Source:MGI Symbol;Acc:MGI:1333820]","protein_coding"
"470","ENSMUSG00000061584.7","MGI:2685622","Lyg2","1",-1,37945004,37955574,"lysozyme G-like 2 [Source:MGI Symbol;Acc:MGI:2685622]","protein_coding"
"472","ENSMUSG00000026085.12","MGI:1916791","Lyg1","1",-1,37985817,37996840,"lysozyme G-like 1 [Source:MGI Symbol;Acc:MGI:1916791]","protein_coding"
"474","ENSMUSG00000058407.13","MGI:2138153","Txndc9","1",-1,38024270,38036974,"thioredoxin domain containing 9 [Source:MGI Symbol;Acc:MGI:2138153]","protein_coding"
"475","ENSMUSG00000026083.13","MGI:2441772","Eif5b","1",1,38037091,38094660,"eukaryotic translation initiation factor 5B [Source:MGI Symbol;Acc:MGI:2441772]","protein_coding"
"476","ENSMUSG00000026082.12","MGI:1929074","Rev1","1",-1,38091867,38168882,"REV1, DNA directed polymerase [Source:MGI Symbol;Acc:MGI:1929074]","protein_coding"
"478","ENSMUSG00000037138.19","MGI:106927","Aff3","1",-1,38216407,38704036,"AF4/FMR2 family, member 3 [Source:MGI Symbol;Acc:MGI:106927]","protein_coding"
"482","ENSMUSG00000026078.11","MGI:1916083","Pdcl3","1",1,39024689,39036319,"phosducin-like 3 [Source:MGI Symbol;Acc:MGI:1916083]","protein_coding"
"487","ENSMUSG00000026077.16","MGI:109232","Npas2","1",1,39232812,39402317,"neuronal PAS domain protein 2 [Source:MGI Symbol;Acc:MGI:109232]","protein_coding"
"490","ENSMUSG00000073702.12","MGI:2149632","Rpl31","1",1,39406923,39410992,"ribosomal protein L31 [Source:MGI Symbol;Acc:MGI:2149632]","protein_coding"
"491","ENSMUSG00000003134.11","MGI:1927225","Tbc1d8","1",-1,39410573,39517836,"TBC1 domain family, member 8 [Source:MGI Symbol;Acc:MGI:1927225]","protein_coding"
"495","ENSMUSG00000003135.16","MGI:106580","Cnot11","1",1,39574073,39585970,"CCR4-NOT transcription complex, subunit 11 [Source:MGI Symbol;Acc:MGI:106580]","protein_coding"
"498","ENSMUSG00000051951.6","MGI:3528744","Xkr4","1",-1,3276124,3741721,"X-linked Kx blood group related 4 [Source:MGI Symbol;Acc:MGI:3528744]","protein_coding"
"511","ENSMUSG00000025900.14","MGI:1341105","Rp1","1",-1,4069780,4479464,"retinitis pigmentosa 1 (human) [Source:MGI Symbol;Acc:MGI:1341105]","protein_coding"
"514","ENSMUSG00000025902.14","MGI:107543","Sox17","1",-1,4561154,4567577,"SRY (sex determining region Y)-box 17 [Source:MGI Symbol;Acc:MGI:107543]","protein_coding"
"523","ENSMUSG00000033845.14","MGI:1351639","Mrpl15","1",-1,4843429,4855962,"mitochondrial ribosomal protein L15 [Source:MGI Symbol;Acc:MGI:1351639]","protein_coding"
"525","ENSMUSG00000025903.15","MGI:1344588","Lypla1","1",1,4878011,4918633,"lysophospholipase 1 [Source:MGI Symbol;Acc:MGI:1344588]","protein_coding"
"527","ENSMUSG00000079588.4","MGI:1923725","Tmem182","1",1,40844761,40896047,"transmembrane protein 182 [Source:MGI Symbol;Acc:MGI:1923725]","protein_coding"
"530","ENSMUSG00000033813.16","MGI:1196624","Tcea1","1",1,4928037,4968132,"transcription elongation factor A (SII) 1 [Source:MGI Symbol;Acc:MGI:1196624]","protein_coding"
"538","ENSMUSG00000002459.18","MGI:1929866","Rgs20","1",-1,4979799,5140508,"regulator of G-protein signaling 20 [Source:MGI Symbol;Acc:MGI:1929866]","protein_coding"
"543","ENSMUSG00000060679.15","MGI:1916777","Mrps9","1",1,42890393,42944843,"mitochondrial ribosomal protein S9 [Source:MGI Symbol;Acc:MGI:1916777]","protein_coding"
"545","ENSMUSG00000041907.10","MGI:2135882","Gpr45","1",1,42992032,43074616,"G protein-coupled receptor 45 [Source:MGI Symbol;Acc:MGI:2135882]","protein_coding"
"547","ENSMUSG00000033793.13","MGI:1914864","Atp6v1h","1",1,5140241,5232752,"ATPase, H+ transporting, lysosomal V1 subunit H [Source:MGI Symbol;Acc:MGI:1914864]","protein_coding"
"548","ENSMUSG00000070939.10","MGI:2447427","Tgfbrap1","1",-1,43086360,43137797,"transforming growth factor, beta receptor associated protein 1 [Source:MGI Symbol;Acc:MGI:2447427]","protein_coding"
"554","ENSMUSG00000010290.8","MGI:2138299","AI597479","1",1,43137870,43155107,"expressed sequence AI597479 [Source:MGI Symbol;Acc:MGI:2138299]","protein_coding"
"555","ENSMUSG00000025905.15","MGI:97439","Oprk1","1",1,5658689,5676354,"opioid receptor, kappa 1 [Source:MGI Symbol;Acc:MGI:97439]","protein_coding"
"559","ENSMUSG00000033774.5","MGI:891989","Npbwr1","1",-1,5983926,5987617,"neuropeptides B/W receptor 1 [Source:MGI Symbol;Acc:MGI:891989]","protein_coding"
"561","ENSMUSG00000008136.15","MGI:1338762","Fhl2","1",-1,43162234,43236144,"four and a half LIM domains 2 [Source:MGI Symbol;Acc:MGI:1338762]","protein_coding"
"565","ENSMUSG00000066877.12","MGI:1306821","Nck2","1",1,43483739,43609675,"non-catalytic region of tyrosine kinase adaptor protein 2 [Source:MGI Symbol;Acc:MGI:1306821]","protein_coding"
"568","ENSMUSG00000026051.9","MGI:1926146","Ecrg4","1",1,43769762,43781738,"ECRG4 augurin precursor [Source:MGI Symbol;Acc:MGI:1926146]","protein_coding"
"569","ENSMUSG00000025907.15","MGI:1341850","Rb1cc1","1",1,6276421,6346872,"RB1-inducible coiled-coil 1 [Source:MGI Symbol;Acc:MGI:1341850]","protein_coding"
"570","ENSMUSG00000087247.4","MGI:3645495","Alkal1","1",1,6429442,6464955,"ALK and LTK ligand 1 [Source:MGI Symbol;Acc:MGI:3645495]","protein_coding"
"573","ENSMUSG00000033740.18","MGI:2446700","St18","1",1,6557455,6931164,"suppression of tumorigenicity 18 [Source:MGI Symbol;Acc:MGI:2446700]","protein_coding"
"578","ENSMUSG00000041670.20","MGI:2152971","Rims1","1",-1,22356475,22845203,"regulating synaptic membrane exocytosis 1 [Source:MGI Symbol;Acc:MGI:2152971]","protein_coding"
"580","ENSMUSG00000025993.11","MGI:1315204","Slc40a1","1",-1,45947228,45965683,"solute carrier family 40 (iron-regulated transporter), member 1 [Source:MGI Symbol;Acc:MGI:1315204]","protein_coding"
"591","ENSMUSG00000025995.17","MGI:1920924","Wdr75","1",1,45834326,45862779,"WD repeat domain 75 [Source:MGI Symbol;Acc:MGI:1920924]","protein_coding"
"595","ENSMUSG00000048814.12","MGI:1920209","Lonrf2","1",-1,38832726,38875792,"LON peptidase N-terminal domain and ring finger 2 [Source:MGI Symbol;Acc:MGI:1920209]","protein_coding"
"596","ENSMUSG00000026080.15","MGI:2138283","Chst10","1",-1,38902948,38937242,"carbohydrate sulfotransferase 10 [Source:MGI Symbol;Acc:MGI:2138283]","protein_coding"
"599","ENSMUSG00000067604.9","MGI:3583618","Nms","1",1,38978230,38989357,"neuromedin S [Source:MGI Symbol;Acc:MGI:3583618]","protein_coding"
"603","ENSMUSG00000025968.17","MGI:2443241","Ndufs1","1",-1,63182755,63215992,"NADH:ubiquinone oxidoreductase core subunit S1 [Source:MGI Symbol;Acc:MGI:2443241]","protein_coding"
"605","ENSMUSG00000025967.17","MGI:1929520","Eef1b2","1",1,63215984,63219645,"eukaryotic translation elongation factor 1 beta 2 [Source:MGI Symbol;Acc:MGI:1929520]","protein_coding"
"610","ENSMUSG00000046856.14","MGI:2385324","Cmklr2","1",-1,63221850,63253702,"chemerin chemokine-like receptor 2 [Source:MGI Symbol;Acc:MGI:2385324]","protein_coding"
"612","ENSMUSG00000040865.17","MGI:3027003","Ino80d","1",-1,62997577,63153849,"INO80 complex subunit D [Source:MGI Symbol;Acc:MGI:3027003]","protein_coding"
"617","ENSMUSG00000026062.13","MGI:105075","Slc9a2","1",1,40719734,40808433,"solute carrier family 9 (sodium/hydrogen exchanger), member 2 [Source:MGI Symbol;Acc:MGI:105075]","protein_coding"
"621","ENSMUSG00000048874.16","MGI:2446126","Phf3","1",-1,30841420,30913002,"PHD finger protein 3 [Source:MGI Symbol;Acc:MGI:2446126]","protein_coding"
"624","ENSMUSG00000117091.2","MGI:3649020","Alyreffm3","1",-1,31016324,31017049,"Aly/REF export factor family member 3 [Source:MGI Symbol;Acc:MGI:3649020]","protein_coding"
"627","ENSMUSG00000050217.14","MGI:2672844","Lgsn","1",1,31215482,31243806,"lengsin, lens protein with glutamine synthetase domain [Source:MGI Symbol;Acc:MGI:2672844]","protein_coding"
"628","ENSMUSG00000026063.5","MGI:1921958","Dnaaf6rt","1",1,31261919,31263369,"dynein axonemal assembly factor 6, retrotransposed [Source:MGI Symbol;Acc:MGI:1921958]","protein_coding"
"631","ENSMUSG00000086727.10","MGI:1918238","Alyreffm1","1",-1,31036933,31261765,"Aly/REF export factor family member 1 [Source:MGI Symbol;Acc:MGI:1918238]","protein_coding"
"634","ENSMUSG00000094215.4","MGI:3646684","Alyreffm2","1",1,31326026,31326787,"Aly/REF export factor family member 2 [Source:MGI Symbol;Acc:MGI:3646684]","protein_coding"
"635","ENSMUSG00000041945.13","MGI:2443548","Mfsd9","1",-1,40811198,40829847,"major facilitator superfamily domain containing 9 [Source:MGI Symbol;Acc:MGI:2443548]","protein_coding"
"638","ENSMUSG00000026098.14","MGI:1202302","Pms1","1",-1,53228346,53336177,"PMS1 homolog 1, mismatch repair system component [Source:MGI Symbol;Acc:MGI:1202302]","protein_coding"
"639","ENSMUSG00000026097.10","MGI:2181669","Ormdl1","1",1,53336254,53349468,"ORM1-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2181669]","protein_coding"
"641","ENSMUSG00000026096.15","MGI:1919335","Osgepl1","1",1,53352783,53365502,"O-sialoglycoprotein endopeptidase-like 1 [Source:MGI Symbol;Acc:MGI:1919335]","protein_coding"
"644","ENSMUSG00000026095.16","MGI:1917646","Asnsd1","1",-1,53383776,53391911,"asparagine synthetase domain containing 1 [Source:MGI Symbol;Acc:MGI:1917646]","protein_coding"
"645","ENSMUSG00000117809.2","MGI:5905289","Asdurf","1",-1,53387638,53391778,"Asnsd1 upstream reading frame [Source:MGI Symbol;Acc:MGI:5905289]","protein_coding"
"651","ENSMUSG00000048234.14","MGI:2677438","Rnf149","1",-1,39590377,39616486,"ring finger protein 149 [Source:MGI Symbol;Acc:MGI:2677438]","protein_coding"
"654","ENSMUSG00000050967.6","MGI:1928333","Creg2","1",-1,39657574,39690642,"cellular repressor of E1A-stimulated genes 2 [Source:MGI Symbol;Acc:MGI:1928333]","protein_coding"
"655","ENSMUSG00000057173.9","MGI:3588206","Rfx8","1",-1,39704461,39760157,"regulatory factor X 8 [Source:MGI Symbol;Acc:MGI:3588206]","protein_coding"
"656","ENSMUSG00000026074.16","MGI:1349394","Map4k4","1",1,39940073,40065470,"mitogen-activated protein kinase kinase kinase kinase 4 [Source:MGI Symbol;Acc:MGI:1349394]","protein_coding"
"658","ENSMUSG00000026073.14","MGI:96546","Il1r2","1",1,40113239,40164391,"interleukin 1 receptor, type II [Source:MGI Symbol;Acc:MGI:96546]","protein_coding"
"663","ENSMUSG00000025925.15","MGI:109634","Terf1","1",1,15875870,15914276,"telomeric repeat binding factor 1 [Source:MGI Symbol;Acc:MGI:109634]","protein_coding"
"665","ENSMUSG00000032719.5","MGI:2684952","Sbspon","1",-1,15924086,15962946,"somatomedin B and thrombospondin, type 1 domain containing [Source:MGI Symbol;Acc:MGI:2684952]","protein_coding"
"669","ENSMUSG00000043716.14","MGI:98073","Rpl7","1",-1,16171519,16174886,"ribosomal protein L7 [Source:MGI Symbol;Acc:MGI:98073]","protein_coding"
"670","ENSMUSG00000025921.8","MGI:1924238","Rdh10","1",1,16175998,16203958,"retinol dehydrogenase 10 (all-trans) [Source:MGI Symbol;Acc:MGI:1924238]","protein_coding"
"673","ENSMUSG00000025920.20","MGI:1352508","Stau2","1",-1,16298898,16590336,"staufen double-stranded RNA binding protein 2 [Source:MGI Symbol;Acc:MGI:1352508]","protein_coding"
"678","ENSMUSG00000004768.15","MGI:99833","Rab23","1",1,33758968,33781645,"RAB23, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:99833]","protein_coding"
"679","ENSMUSG00000042215.9","MGI:1891254","Bag2","1",-1,33784565,33796876,"BCL2-associated athanogene 2 [Source:MGI Symbol;Acc:MGI:1891254]","protein_coding"
"681","ENSMUSG00000042197.14","MGI:2137896","Zfp451","1",-1,33800626,33853676,"zinc finger protein 451 [Source:MGI Symbol;Acc:MGI:2137896]","protein_coding"
"683","ENSMUSG00000042182.17","MGI:2444572","Bend6","1",-1,33891133,33946897,"BEN domain containing 6 [Source:MGI Symbol;Acc:MGI:2444572]","protein_coding"
"685","ENSMUSG00000026131.22","MGI:104627","Dst","1",1,33947306,34347742,"dystonin [Source:MGI Symbol;Acc:MGI:104627]","protein_coding"
"696","ENSMUSG00000042111.10","MGI:1916918","Ccdc115","1",-1,34475751,34478753,"coiled-coil domain containing 115 [Source:MGI Symbol;Acc:MGI:1916918]","protein_coding"
"698","ENSMUSG00000026127.14","MGI:106572","Imp4","1",1,34478932,34488437,"IMP4, U3 small nucleolar ribonucleoprotein [Source:MGI Symbol;Acc:MGI:106572]","protein_coding"
"699","ENSMUSG00000026126.16","MGI:108410","Ptpn18","1",1,34498843,34514814,"protein tyrosine phosphatase, non-receptor type 18 [Source:MGI Symbol;Acc:MGI:108410]","protein_coding"
"700","ENSMUSG00000026125.10","MGI:1270856","Prss39","1",1,34537491,34542144,"serine protease 39 [Source:MGI Symbol;Acc:MGI:1270856]","protein_coding"
"702","ENSMUSG00000026124.5","MGI:109448","Cfc1","1",1,34574729,34583394,"cryptic, EGF-CFC family member 1 [Source:MGI Symbol;Acc:MGI:109448]","protein_coding"
"704","ENSMUSG00000037529.14","MGI:1270857","Prss40","1",-1,34583049,34600024,"serine protease 40 [Source:MGI Symbol;Acc:MGI:1270857]","protein_coding"
"710","ENSMUSG00000050122.21","MGI:1918103","Vwa3b","1",1,37065677,37226694,"von Willebrand factor A domain containing 3B [Source:MGI Symbol;Acc:MGI:1918103]","protein_coding"
"711","ENSMUSG00000026114.15","MGI:1341818","Cnga3","1",1,37253515,37302465,"cyclic nucleotide gated channel alpha 3 [Source:MGI Symbol;Acc:MGI:1341818]","protein_coding"
"713","ENSMUSG00000026113.18","MGI:1931123","Inpp4a","1",1,37338946,37449817,"inositol polyphosphate-4-phosphatase, type I [Source:MGI Symbol;Acc:MGI:1931123]","protein_coding"
"715","ENSMUSG00000026112.8","MGI:1923428","Coa5","1",-1,37456165,37469184,"cytochrome C oxidase assembly factor 5 [Source:MGI Symbol;Acc:MGI:1923428]","protein_coding"
"716","ENSMUSG00000026111.16","MGI:1914637","Unc50","1",1,37469220,37478205,"unc-50 homolog [Source:MGI Symbol;Acc:MGI:1914637]","protein_coding"
"719","ENSMUSG00000026072.13","MGI:96545","Il1r1","1",1,40264240,40356417,"interleukin 1 receptor, type I [Source:MGI Symbol;Acc:MGI:96545]","protein_coding"
"721","ENSMUSG00000070942.9","MGI:1913107","Il1rl2","1",1,40363770,40406722,"interleukin 1 receptor-like 2 [Source:MGI Symbol;Acc:MGI:1913107]","protein_coding"
"723","ENSMUSG00000026069.16","MGI:98427","Il1rl1","1",1,40468730,40504575,"interleukin 1 receptor-like 1 [Source:MGI Symbol;Acc:MGI:98427]","protein_coding"
"724","ENSMUSG00000026070.17","MGI:105383","Il18r1","1",1,40504712,40540014,"interleukin 18 receptor 1 [Source:MGI Symbol;Acc:MGI:105383]","protein_coding"
"725","ENSMUSG00000026068.12","MGI:1338888","Il18rap","1",1,40554522,40590865,"interleukin 18 receptor accessory protein [Source:MGI Symbol;Acc:MGI:1338888]","protein_coding"
"726","ENSMUSG00000026065.9","MGI:105074","Slc9a4","1",1,40619241,40669885,"solute carrier family 9 (sodium/hydrogen exchanger), member 4 [Source:MGI Symbol;Acc:MGI:105074]","protein_coding"
"730","ENSMUSG00000037408.11","MGI:2151060","Cnnm4","1",1,36510701,36547845,"cyclin M4 [Source:MGI Symbol;Acc:MGI:2151060]","protein_coding"
"733","ENSMUSG00000001138.14","MGI:2151055","Cnnm3","1",1,36550948,36567318,"cyclin M3 [Source:MGI Symbol;Acc:MGI:2151055]","protein_coding"
"735","ENSMUSG00000067653.13","MGI:1925571","Ankrd23","1",-1,36569269,36575964,"ankyrin repeat domain 23 [Source:MGI Symbol;Acc:MGI:1925571]","protein_coding"
"737","ENSMUSG00000079610.10","MGI:1914816","Ankrd39","1",-1,36576588,36586526,"ankyrin repeat domain 39 [Source:MGI Symbol;Acc:MGI:1914816]","protein_coding"
"738","ENSMUSG00000026121.14","MGI:109252","Sema4c","1",-1,36587720,36597430,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C [Source:MGI Symbol;Acc:MGI:109252]","protein_coding"
"739","ENSMUSG00000046337.19","MGI:3026913","Fam178b","1",-1,36601773,36722264,"family with sequence similarity 178, member B [Source:MGI Symbol;Acc:MGI:3026913]","protein_coding"
"742","ENSMUSG00000061518.12","MGI:88475","Cox5b","1",1,36730530,36732762,"cytochrome c oxidase subunit 5B [Source:MGI Symbol;Acc:MGI:88475]","protein_coding"
"743","ENSMUSG00000037351.10","MGI:1917446","Actr1b","1",-1,36737195,36753503,"ARP1 actin-related protein 1B, centractin beta [Source:MGI Symbol;Acc:MGI:1917446]","protein_coding"
"745","ENSMUSG00000026117.11","MGI:99613","Zap70","1",1,36800879,36821899,"zeta-chain (TCR) associated protein kinase [Source:MGI Symbol;Acc:MGI:99613]","protein_coding"
"747","ENSMUSG00000067780.4","MGI:1934659","Pi15","1",1,17672125,17701163,"peptidase inhibitor 15 [Source:MGI Symbol;Acc:MGI:1934659]","protein_coding"
"752","ENSMUSG00000045515.5","MGI:102564","Pou3f3","1",1,42734085,42742336,"POU domain, class 3, transcription factor 3 [Source:MGI Symbol;Acc:MGI:102564]","protein_coding"
"878","ENSMUSG00000092083.5","MGI:99632","Kcnb2","1",1,15357478,15793974,"potassium voltage gated channel, Shab-related subfamily, member 2 [Source:MGI Symbol;Acc:MGI:99632]","protein_coding"
"885","ENSMUSG00000073722.4","MGI:3588222","Spata31e2","1",-1,26720895,26726541,"spermatogenesis associated 31 subfamily E member 2 [Source:MGI Symbol;Acc:MGI:3588222]","protein_coding"
"893","ENSMUSG00000048411.5","MGI:2685443","Spata31e5","1",-1,28815198,28819333,"spermatogenesis associated 31 subfamily E member 5 [Source:MGI Symbol;Acc:MGI:2685443]","protein_coding"
"916","ENSMUSG00000073725.9","MGI:1915671","Lmbrd1","1",1,24717711,24805382,"LMBR1 domain containing 1 [Source:MGI Symbol;Acc:MGI:1915671]","protein_coding"
"921","ENSMUSG00000033569.18","MGI:2441837","Adgrb3","1",-1,25106557,25868788,"adhesion G protein-coupled receptor B3 [Source:MGI Symbol;Acc:MGI:2441837]","protein_coding"
"947","ENSMUSG00000026064.17","MGI:1277096","Ptp4a1","1",-1,30979383,30988390,"protein tyrosine phosphatase 4a1 [Source:MGI Symbol;Acc:MGI:1277096]","protein_coding"
"948","ENSMUSG00000117310.3","MGI:1277096","Ptp4a1","1",-1,30979383,30988851,"protein tyrosine phosphatase 4a1 [Source:MGI Symbol;Acc:MGI:1277096]","protein_coding"
"950","ENSMUSG00000041075.9","MGI:108570","Fzd7","1",1,59521583,59526114,"frizzled class receptor 7 [Source:MGI Symbol;Acc:MGI:108570]","protein_coding"
"954","ENSMUSG00000026021.16","MGI:1197010","Sumo1","1",-1,59625717,59709993,"small ubiquitin-like modifier 1 [Source:MGI Symbol;Acc:MGI:1197010]","protein_coding"
"957","ENSMUSG00000026020.10","MGI:1933184","Nop58","1",1,59724130,59758203,"NOP58 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1933184]","protein_coding"
"962","ENSMUSG00000067336.7","MGI:1095407","Bmpr2","1",1,59802559,59918173,"bone morphogenetic protein receptor type 2 [Source:MGI Symbol;Acc:MGI:1095407]","protein_coding"
"965","ENSMUSG00000041040.13","MGI:1920000","Fam117b","1",1,59952165,60024505,"family with sequence similarity 117, member B [Source:MGI Symbol;Acc:MGI:1920000]","protein_coding"
"968","ENSMUSG00000026018.13","MGI:1917625","Ica1l","1",-1,60021649,60082343,"islet cell autoantigen 1-like [Source:MGI Symbol;Acc:MGI:1917625]","protein_coding"
"969","ENSMUSG00000026019.16","MGI:1927241","Wdr12","1",-1,60108944,60137804,"WD repeat domain 12 [Source:MGI Symbol;Acc:MGI:1927241]","protein_coding"
"973","ENSMUSG00000045336.6","MGI:1918316","Hsfy2","1",-1,56675203,56676594,"heat shock transcription factor, Y-linked 2 [Source:MGI Symbol;Acc:MGI:1918316]","protein_coding"
"974","ENSMUSG00000038331.16","MGI:2679336","Satb2","1",-1,56833140,57017809,"special AT-rich sequence binding protein 2 [Source:MGI Symbol;Acc:MGI:2679336]","protein_coding"
"983","ENSMUSG00000048495.17","MGI:1915986","Tyw5","1",-1,57427396,57446260,"tRNA-yW synthesizing protein 5 [Source:MGI Symbol;Acc:MGI:1915986]","protein_coding"
"984","ENSMUSG00000025971.7","MGI:1915365","Maip1","1",1,57445487,57457112,"matrix AAA peptidase interacting protein 1 [Source:MGI Symbol;Acc:MGI:1915365]","protein_coding"
